,Number,times,T2,T24,T30,T50,P2,P15,P30,epr,Ps30,phi,Nf,Nc,NRf,NRc,Nf_dmd,PCNfR_dmd,W31,W32,BPR,farB,htBleed,Altitude,Mach,TRA,life
11131,56,43,446.47,550.4,1354.97,1123.21,3.91,5.71,138.61,1.02,42.15,130.64,2209.47,8301.35,2385.36,8065.67,2209.79,100.0,10.6,6.2518,9.4065,0.02,331,42.0079,0.84,100.0,15
11132,56,44,449.39,555.77,1360.3,1133.67,5.48,8.0,193.94,1.02,42.0,182.58,2220.54,8327.59,2385.45,8045.12,2220.78,100.0,14.91,8.9263,9.3144,0.02,334,34.9999,0.8414,100.0,15
11133,56,45,448.89,555.18,1366.41,1129.02,5.48,8.0,194.47,1.02,42.02,183.11,2220.56,8325.07,2385.47,8049.74,2220.78,100.0,14.83,8.9547,9.3637,0.02,333,35.0075,0.84,100.0,15
11134,56,46,443.79,548.38,1344.84,1125.26,3.91,5.72,138.69,1.02,42.22,130.58,2209.41,8303.06,2385.35,8065.21,2209.79,100.0,10.35,6.2437,9.3739,0.02,331,42.0016,0.841,100.0,15
11135,56,47,492.29,608.85,1487.22,1260.18,9.35,13.66,334.49,1.08,44.42,314.96,2321.64,8706.06,2385.73,8044.8,2321.68,100.0,24.52,14.8585,9.2285,0.03,364,20.0042,0.7003,100.0,15
11136,56,48,462.72,537.23,1269.64,1054.99,7.05,9.03,175.34,0.94,36.97,164.18,1913.22,7991.38,2025.98,7860.94,1913.08,84.93,14.23,8.5481,10.8928,0.02,306,24.999,0.62,60.0,15
11137,56,49,445.1,550.3,1350.7,1130.51,3.91,5.72,138.11,1.02,42.25,130.56,2209.52,8307.47,2385.38,8063.85,2209.79,100.0,10.68,6.403,9.3732,0.02,332,41.9987,0.84,100.0,15
11138,56,50,519.27,643.42,1586.71,1411.57,14.62,21.61,552.62,1.3,47.58,521.12,2385.7,9040.46,2385.71,8119.91,2385.61,100.0,39.06,23.493,8.4351,0.03,393,0.0016,0.0,100.0,15
11139,56,51,447.87,554.68,1365.34,1133.6,5.48,8.0,194.27,1.02,42.11,182.9,2220.51,8333.07,2385.48,8048.8,2220.78,100.0,14.82,8.9823,9.3244,0.02,334,35.001,0.84,100.0,15
11140,56,52,486.67,602.8,1503.65,1308.86,10.52,15.49,393.7,1.26,45.46,371.23,2316.65,8756.95,2385.74,8113.86,2316.68,100.0,28.57,17.2084,8.6257,0.03,372,10.0022,0.25,100.0,15
11141,56,53,449.66,556.21,1372.58,1129.15,5.48,8.0,194.41,1.02,42.22,183.08,2220.5,8332.02,2385.41,8047.39,2220.78,100.0,14.66,8.6485,9.3804,0.02,334,35.0065,0.84,100.0,15
11142,56,54,519.08,642.95,1597.94,1407.77,14.62,21.61,553.08,1.3,47.72,521.24,2385.75,9047.83,2385.74,8116.46,2385.61,100.0,38.81,23.352,8.4576,0.03,393,0.0017,0.0,100.0,15
11143,56,55,489.12,605.91,1492.07,1251.48,9.35,13.65,333.89,1.08,44.45,315.38,2321.64,8699.37,2385.62,8044.44,2321.68,100.0,24.54,14.73,9.2565,0.02,365,20.005,0.7,100.0,15
11144,56,56,491.26,608.04,1491.66,1249.05,9.35,13.66,334.02,1.08,44.51,315.34,2321.61,8706.16,2385.69,8046.55,2321.68,100.0,24.57,14.741,9.252,0.02,366,20.0074,0.7,100.0,15
11145,56,57,448.56,554.63,1359.02,1128.85,5.48,8.0,194.11,1.02,41.96,183.22,2220.56,8331.14,2385.47,8049.21,2220.78,100.0,14.71,8.6967,9.3353,0.02,334,35.0078,0.8419,100.0,15
11146,56,58,444.77,549.5,1353.75,1131.67,3.91,5.71,138.98,1.02,42.3,130.19,2209.52,8306.32,2385.39,8067.16,2209.79,100.0,10.8,6.5819,9.3587,0.02,331,42.0035,0.8411,100.0,15
11147,56,59,445.29,549.89,1355.99,1126.57,3.91,5.72,138.58,1.02,42.25,130.39,2209.49,8305.11,2385.33,8064.79,2209.79,100.0,10.42,6.5014,9.434,0.02,332,41.9989,0.84,100.0,15
11148,56,60,518.54,642.55,1586.6,1413.15,14.62,21.61,552.92,1.3,47.68,520.94,2385.76,9046.17,2385.75,8122.22,2385.61,100.0,38.89,23.3893,8.4569,0.03,393,0.0012,0.0,100.0,15
11149,56,61,444.47,549.68,1353.74,1130.36,3.91,5.72,138.3,1.02,42.16,130.74,2209.44,8304.14,2385.36,8065.52,2209.79,100.0,10.67,6.6198,9.3784,0.02,331,42.002,0.84,100.0,15
11150,56,62,444.36,549.41,1357.24,1126.91,3.91,5.71,138.51,1.02,42.31,130.45,2209.47,8306.77,2385.32,8058.8,2209.79,100.0,10.45,6.3482,9.3891,0.02,330,42.0046,0.84,100.0,15
11151,56,63,444.1,548.75,1355.18,1127.16,3.91,5.71,138.47,1.02,42.22,130.15,2209.48,8306.8,2385.31,8069.32,2209.79,100.0,10.81,6.5499,9.4256,0.02,332,41.9991,0.84,100.0,15
11152,56,64,519.36,643.62,1586.57,1417.4,14.62,21.61,553.25,1.3,47.79,521.47,2385.75,9034.38,2385.76,8117.93,2385.61,100.0,38.8,23.2311,8.4671,0.03,393,0.002,0.0017,100.0,15
11153,56,65,444.71,549.56,1356.92,1131.98,3.91,5.72,138.85,1.02,42.3,129.96,2209.5,8309.9,2385.39,8067.39,2209.79,100.0,10.53,6.3157,9.3886,0.02,331,42.0033,0.84,100.0,15
11154,56,66,493.25,609.37,1483.08,1262.86,9.35,13.66,334.36,1.08,44.46,314.61,2321.62,8712.77,2385.74,8049.22,2321.68,100.0,24.52,14.7561,9.2487,0.03,368,19.9987,0.7012,100.0,15
11155,56,67,451.97,558.26,1374.58,1126.68,5.48,8.0,194.63,1.02,41.98,182.78,2220.63,8337.88,2385.47,8051.53,2220.78,100.0,14.75,8.8285,9.3425,0.02,334,34.9998,0.84,100.0,15
11156,56,68,462.42,536.87,1268.09,1048.46,7.05,9.02,175.56,0.94,36.86,164.18,1913.26,7996.85,2026.05,7859.21,1913.08,84.93,14.36,8.8305,10.9414,0.02,306,25.0062,0.6218,60.0,15
11157,56,69,445.37,550.46,1348.42,1134.67,3.91,5.71,138.48,1.02,42.14,130.57,2209.44,8301.26,2385.31,8067.5,2209.79,100.0,10.54,6.4221,9.3987,0.02,333,42.0,0.8418,100.0,15
11158,56,70,450.84,557.06,1370.64,1134.51,5.48,8.0,194.06,1.02,42.07,182.76,2220.52,8337.64,2385.41,8050.97,2220.78,100.0,15.03,9.0415,9.3341,0.02,333,35.0078,0.84,100.0,15
11159,56,71,444.71,549.76,1355.33,1126.8,3.91,5.71,138.0,1.02,42.09,130.42,2209.48,8307.36,2385.36,8065.65,2209.79,100.0,10.49,6.2738,9.4002,0.02,332,42.0007,0.8415,100.0,15
11160,56,72,518.15,642.56,1594.61,1416.47,14.62,21.61,553.53,1.3,47.9,520.77,2385.77,9042.48,2385.77,8114.78,2385.61,100.0,38.45,23.1373,8.4678,0.03,393,0.0013,0.0006,100.0,15
11161,56,73,449.59,556.07,1377.74,1129.75,5.48,8.0,193.94,1.02,42.16,182.68,2220.54,8330.19,2385.49,8051.33,2220.78,100.0,14.69,8.6567,9.3434,0.02,334,35.0069,0.8413,100.0,15
11162,56,74,518.75,642.47,1595.62,1406.37,14.62,21.61,553.04,1.3,47.68,521.08,2385.73,9038.94,2385.76,8121.58,2385.61,100.0,38.73,23.1572,8.46,0.03,393,0.0018,0.0,100.0,15
11163,56,75,463.55,537.95,1272.04,1040.36,7.05,9.03,175.16,0.94,36.94,164.02,1913.34,7995.89,2026.05,7863.96,1913.08,84.93,14.28,8.4496,10.9491,0.02,307,25.0004,0.62,60.0,15
11164,56,76,450.88,557.18,1367.92,1123.5,5.48,8.0,195.26,1.03,42.15,183.29,2220.57,8336.77,2385.44,8050.64,2220.78,100.0,14.97,8.9197,9.3366,0.02,333,34.9998,0.84,100.0,15
11165,56,77,444.45,548.89,1353.21,1135.29,3.91,5.71,138.35,1.02,42.25,130.2,2209.45,8303.56,2385.36,8067.06,2209.79,100.0,10.52,6.1527,9.3527,0.02,331,42.006,0.84,100.0,15
11166,56,78,518.62,643.38,1594.04,1415.72,14.62,21.61,553.12,1.3,47.58,521.2,2385.76,9040.11,2385.8,8117.7,2385.61,100.0,38.72,23.3425,8.4959,0.03,394,0.0028,0.0,100.0,15
11167,56,79,517.72,642.4,1589.64,1407.05,14.62,21.61,553.59,1.3,47.72,521.15,2385.76,9041.35,2385.78,8120.69,2385.61,100.0,38.75,23.2404,8.4805,0.03,393,0.0022,0.0,100.0,15
11168,56,80,447.7,554.1,1365.05,1136.44,5.48,8.0,193.97,1.02,42.14,182.8,2220.62,8335.2,2385.48,8051.07,2220.78,100.0,14.9,8.9539,9.3159,0.02,335,35.008,0.84,100.0,15
11169,56,81,445.55,550.22,1354.58,1129.82,3.91,5.72,138.47,1.02,42.18,130.71,2209.45,8299.09,2385.31,8068.11,2209.79,100.0,10.46,6.3423,9.4183,0.02,331,42.001,0.8413,100.0,15
11170,56,82,463.99,538.51,1263.38,1055.67,7.05,9.03,175.23,0.94,36.86,164.24,1913.28,7990.46,2026.1,7858.25,1913.08,84.93,14.33,8.7496,10.9343,0.02,308,25.0001,0.62,60.0,15
11171,56,83,492.42,608.93,1495.97,1261.04,9.35,13.66,334.99,1.08,44.43,314.33,2321.68,8707.68,2385.72,8038.46,2321.68,100.0,24.43,14.6014,9.2603,0.02,365,20.0067,0.7014,100.0,15
11172,56,84,445.03,549.51,1350.8,1130.18,3.91,5.71,138.36,1.02,42.2,130.13,2209.4,8300.44,2385.35,8067.03,2209.79,100.0,10.83,6.566,9.4154,0.02,330,42.006,0.84,100.0,15
11173,56,85,463.35,538.01,1266.36,1054.95,7.05,9.03,175.31,0.94,36.84,164.38,1913.27,8000.3,2026.04,7858.87,1913.08,84.93,14.17,8.6226,10.9142,0.02,308,24.9997,0.62,60.0,15
11174,56,86,462.7,537.0,1262.1,1051.55,7.05,9.03,175.3,0.94,37.0,164.3,1913.23,8005.44,2026.06,7853.57,1913.08,84.93,14.22,8.6387,10.9143,0.02,306,25.0008,0.62,60.0,15
11175,56,87,443.56,548.46,1355.86,1123.01,3.91,5.72,138.98,1.02,42.41,130.78,2209.45,8304.38,2385.33,8060.46,2209.79,100.0,10.56,6.35,9.3879,0.02,331,42.0047,0.8402,100.0,15
11176,56,88,489.85,605.74,1500.23,1308.79,10.52,15.49,393.4,1.26,45.5,371.39,2316.72,8764.01,2385.9,8108.37,2316.68,100.0,28.3,16.9551,8.6532,0.03,370,10.0013,0.2501,100.0,15
11177,56,89,444.54,549.46,1352.86,1128.94,3.91,5.71,138.53,1.02,42.23,130.94,2209.52,8302.33,2385.38,8070.32,2209.79,100.0,10.56,6.4313,9.3612,0.02,331,42.0015,0.84,100.0,15
11178,56,90,517.11,641.35,1594.97,1412.9,14.62,21.61,553.38,1.3,47.7,520.66,2385.8,9033.06,2385.74,8121.17,2385.61,100.0,39.09,23.394,8.4699,0.03,394,0.0016,0.0017,100.0,15
11179,56,91,488.81,605.09,1500.27,1306.02,10.52,15.49,394.39,1.26,45.56,370.78,2316.66,8757.98,2385.87,8111.37,2316.68,100.0,28.37,16.9784,8.6763,0.03,368,10.0051,0.25,100.0,15
11180,56,92,463.39,537.97,1264.51,1052.51,7.05,9.03,174.92,0.94,37.0,164.15,1913.23,8001.22,2026.07,7858.84,1913.08,84.93,14.4,8.5774,10.9393,0.02,308,25.0054,0.6207,60.0,15
11181,56,93,444.68,548.88,1350.84,1134.36,3.91,5.72,138.59,1.02,42.19,129.96,2209.46,8299.75,2385.35,8073.97,2209.79,100.0,10.48,6.247,9.4116,0.02,332,42.0051,0.84,100.0,15
11182,56,94,490.24,607.3,1490.15,1260.61,9.35,13.66,334.19,1.08,44.55,315.09,2321.71,8706.16,2385.71,8044.05,2321.68,100.0,24.34,14.6543,9.2729,0.02,365,20.0077,0.701,100.0,15
11183,56,95,490.85,607.41,1489.59,1256.19,9.35,13.66,333.39,1.07,44.63,314.48,2321.67,8708.81,2385.7,8042.19,2321.68,100.0,24.55,14.6782,9.2309,0.02,367,20.0013,0.7002,100.0,15
11184,56,96,518.82,642.86,1595.24,1406.95,14.62,21.61,553.13,1.3,47.58,520.61,2385.78,9042.29,2385.79,8112.32,2385.61,100.0,38.72,23.3136,8.4636,0.03,393,0.0023,0.0,100.0,15
11185,56,97,449.8,556.37,1371.82,1139.64,5.48,8.0,194.27,1.02,42.11,182.64,2220.6,8333.48,2385.48,8058.8,2220.78,100.0,14.6,8.8488,9.3359,0.02,335,35.0017,0.84,100.0,15
11186,56,98,520.34,644.21,1597.53,1415.4,14.62,21.61,553.15,1.3,47.59,520.97,2385.77,9041.94,2385.76,8121.59,2385.61,100.0,39.12,23.434,8.4635,0.03,394,0.0005,0.0019,100.0,15
11187,56,99,488.37,605.04,1502.67,1312.83,10.52,15.5,393.37,1.26,45.71,370.79,2316.71,8765.72,2385.85,8109.38,2316.68,100.0,28.48,17.1939,8.6685,0.03,370,10.0032,0.25,100.0,15
11188,56,100,464.17,538.63,1261.42,1054.05,7.05,9.03,174.16,0.94,36.83,164.48,1913.29,7996.97,2026.04,7866.07,1913.08,84.93,14.23,8.5598,10.9719,0.02,308,25.0027,0.62,60.0,15
11189,56,101,491.57,608.17,1485.66,1262.21,9.35,13.66,334.53,1.08,44.7,315.21,2321.65,8706.73,2385.77,8047.6,2321.68,100.0,24.22,14.3946,9.2512,0.02,364,20.0076,0.7,100.0,15
11190,56,102,487.94,603.67,1501.69,1317.74,10.52,15.49,393.86,1.26,45.78,371.37,2316.71,8761.7,2385.86,8119.25,2316.68,100.0,28.29,16.9921,8.6977,0.03,371,10.0055,0.25,100.0,15
11191,56,103,518.54,643.02,1586.71,1421.31,14.62,21.61,553.5,1.3,47.76,521.34,2385.77,9031.43,2385.76,8116.93,2385.61,100.0,38.75,23.1489,8.4723,0.03,393,0.003,0.002,100.0,15
11192,56,104,445.58,550.68,1357.23,1123.7,3.91,5.72,138.76,1.02,42.25,130.74,2209.51,8310.3,2385.37,8071.7,2209.79,100.0,10.43,6.3697,9.4116,0.02,332,41.9984,0.84,100.0,15
11193,56,105,465.25,539.25,1266.23,1056.57,7.05,9.03,175.31,0.94,36.88,164.11,1913.24,8001.21,2026.1,7864.46,1913.08,84.93,14.15,8.4272,10.9289,0.02,309,25.0062,0.6205,60.0,15
11194,56,106,489.25,605.16,1513.68,1321.92,10.52,15.5,393.76,1.26,45.66,370.73,2316.77,8757.67,2385.83,8115.46,2316.68,100.0,28.45,17.1988,8.6735,0.03,370,10.0021,0.25,100.0,15
11195,56,107,520.68,644.82,1599.62,1418.3,14.62,21.61,552.94,1.3,47.62,520.46,2385.76,9046.77,2385.8,8117.46,2385.61,100.0,38.68,23.1543,8.4518,0.03,394,0.0027,0.0,100.0,15
11196,56,108,449.13,555.65,1367.4,1136.76,5.48,8.0,194.25,1.02,42.18,183.18,2220.62,8337.06,2385.49,8052.21,2220.78,100.0,14.77,8.9953,9.3268,0.02,335,35.006,0.84,100.0,15
11197,56,109,489.69,606.3,1481.16,1259.53,9.35,13.66,333.95,1.07,44.52,314.68,2321.67,8715.22,2385.75,8047.45,2321.68,100.0,24.18,14.5193,9.1956,0.02,365,20.0016,0.7004,100.0,15
11198,56,110,490.71,606.82,1487.41,1263.9,9.35,13.66,334.51,1.08,44.51,314.45,2321.68,8713.62,2385.74,8045.64,2321.68,100.0,24.68,14.6152,9.2866,0.02,366,20.0058,0.7,100.0,15
11199,56,111,461.99,536.12,1265.45,1057.85,7.05,9.03,174.68,0.94,36.97,165.07,1913.27,8004.82,2026.09,7861.39,1913.08,84.93,14.38,8.6667,10.9495,0.02,309,24.9982,0.6217,60.0,15
11200,56,112,445.87,550.78,1365.12,1136.79,3.91,5.71,138.85,1.02,42.47,130.3,2209.5,8298.15,2385.32,8067.41,2209.79,100.0,10.59,6.3974,9.4269,0.02,332,42.0057,0.8414,100.0,15
11201,56,113,490.75,607.77,1486.49,1258.8,9.35,13.66,334.76,1.08,44.54,314.76,2321.7,8716.1,2385.81,8048.43,2321.68,100.0,24.33,14.5836,9.2458,0.02,366,20.0001,0.7006,100.0,15
11202,56,114,449.09,555.87,1373.63,1138.54,5.48,8.0,194.52,1.02,42.08,182.43,2220.58,8334.54,2385.46,8052.76,2220.78,100.0,14.82,8.8198,9.3583,0.02,334,35.0008,0.8408,100.0,15
11203,56,115,489.04,604.75,1513.02,1315.03,10.52,15.5,393.76,1.26,45.75,371.18,2316.7,8764.22,2385.85,8113.81,2316.68,100.0,28.13,17.0796,8.727,0.03,370,10.0064,0.25,100.0,15
11204,56,116,518.82,643.07,1597.52,1418.16,14.62,21.61,552.46,1.3,48.0,520.63,2385.78,9044.39,2385.86,8116.39,2385.61,100.0,38.58,23.1574,8.4787,0.03,396,0.0023,0.0001,100.0,15
11205,56,117,445.99,550.39,1361.84,1130.2,3.91,5.72,138.29,1.02,42.4,130.56,2209.52,8312.4,2385.39,8069.68,2209.79,100.0,10.53,6.3444,9.4448,0.02,333,42.0044,0.84,100.0,15
11206,56,118,464.05,538.47,1268.12,1056.94,7.05,9.03,175.06,0.94,36.79,164.55,1913.34,8003.09,2026.1,7861.95,1913.08,84.93,14.41,8.6316,10.944,0.02,309,24.9981,0.6202,60.0,15
11207,56,119,519.7,643.57,1594.45,1421.25,14.62,21.61,551.68,1.3,47.92,521.35,2385.84,9039.79,2385.79,8117.07,2385.61,100.0,38.96,23.4752,8.4412,0.03,393,0.0017,0.0005,100.0,15
11208,56,120,489.49,605.78,1482.52,1256.42,9.35,13.66,333.5,1.08,44.84,314.05,2321.69,8712.78,2385.73,8047.05,2321.68,100.0,24.34,14.6513,9.3045,0.02,366,20.0071,0.7,100.0,15
11209,56,121,517.44,642.36,1601.99,1422.45,14.62,21.61,552.05,1.3,47.89,520.72,2385.78,9040.63,2385.79,8116.2,2385.61,100.0,38.66,23.1845,8.4378,0.03,395,0.0003,0.0008,100.0,15
11210,56,122,449.39,555.75,1378.85,1136.62,5.48,8.0,194.28,1.02,42.2,182.75,2220.63,8336.14,2385.58,8054.92,2220.78,100.0,14.8,8.7758,9.3891,0.02,336,35.0057,0.84,100.0,15
11211,56,123,519.3,643.91,1587.11,1414.51,14.62,21.61,552.83,1.3,47.72,521.34,2385.82,9042.45,2385.83,8119.32,2385.61,100.0,38.7,23.0941,8.4957,0.03,395,0.0013,0.0,100.0,15
11212,56,124,516.56,641.16,1599.61,1418.73,14.62,21.61,553.17,1.3,47.85,520.22,2385.78,9038.01,2385.79,8111.69,2385.61,100.0,38.78,23.2647,8.4609,0.03,395,0.0013,0.0013,100.0,15
11213,56,125,518.76,643.21,1597.94,1415.85,14.62,21.61,552.01,1.3,47.67,520.53,2385.77,9042.99,2385.85,8126.6,2385.61,100.0,38.69,23.2268,8.4508,0.03,395,0.0008,0.0,100.0,15
11214,56,126,520.68,645.44,1599.02,1419.59,14.62,21.61,552.39,1.3,47.9,521.09,2385.78,9040.37,2385.76,8119.13,2385.61,100.0,38.76,23.3527,8.4637,0.03,393,0.0004,0.0017,100.0,15
11215,56,127,462.68,537.49,1267.65,1054.91,7.05,9.03,175.69,0.94,36.97,164.13,1913.32,7997.97,2026.09,7862.48,1913.08,84.93,14.21,8.5338,10.946,0.02,310,25.003,0.62,60.0,15
11216,56,128,489.32,605.95,1501.12,1316.69,10.52,15.5,393.65,1.26,45.67,371.45,2316.75,8770.56,2385.88,8113.67,2316.68,100.0,28.61,17.1729,8.6891,0.03,372,10.0037,0.25,100.0,15
11217,56,129,463.07,537.7,1265.18,1054.14,7.05,9.03,175.54,0.94,37.12,164.69,1913.32,7996.82,2026.12,7867.97,1913.08,84.93,14.04,8.5153,10.9717,0.02,307,25.0026,0.62,60.0,15
11218,56,130,490.68,607.94,1492.31,1257.23,9.35,13.66,334.0,1.07,44.77,314.05,2321.71,8716.05,2385.79,8045.53,2321.68,100.0,24.51,14.7056,9.3038,0.03,368,20.0063,0.7009,100.0,15
11219,56,131,444.87,550.31,1352.33,1140.59,3.91,5.71,137.57,1.02,42.46,130.32,2209.48,8303.51,2385.36,8067.72,2209.79,100.0,10.58,6.2734,9.4517,0.02,332,42.0038,0.84,100.0,15
11220,56,132,460.56,534.79,1258.19,1051.04,7.05,9.03,175.48,0.94,37.07,163.86,1913.3,8004.0,2026.08,7866.13,1913.08,84.93,14.09,8.372,10.9287,0.02,308,24.9997,0.6216,60.0,15
11221,56,133,461.9,536.96,1260.58,1058.82,7.05,9.03,175.98,0.94,37.1,164.16,1913.35,8003.47,2026.07,7863.01,1913.08,84.93,14.12,8.4397,10.9524,0.02,308,24.9993,0.6203,60.0,15
11222,56,134,445.18,550.21,1356.87,1138.14,3.91,5.72,138.58,1.02,42.3,129.96,2209.51,8312.55,2385.45,8071.43,2209.79,100.0,10.37,6.3368,9.4235,0.02,333,42.0059,0.84,100.0,15
11223,56,135,489.85,606.31,1491.78,1259.59,9.35,13.66,333.66,1.07,44.81,314.01,2321.72,8708.73,2385.8,8047.38,2321.68,100.0,24.31,14.59,9.2419,0.03,367,20.0019,0.7008,100.0,15
11224,56,136,492.99,609.27,1496.32,1272.01,9.35,13.66,332.99,1.08,44.87,314.97,2321.71,8719.33,2385.82,8042.27,2321.68,100.0,24.38,14.5983,9.3088,0.03,368,20.0079,0.7,100.0,15
11225,56,137,448.74,554.97,1369.95,1137.95,5.48,8.0,193.8,1.02,42.41,182.61,2220.65,8335.27,2385.51,8054.36,2220.78,100.0,14.75,8.7546,9.4106,0.02,336,35.0043,0.84,100.0,15
11226,56,138,444.56,550.1,1352.71,1146.33,3.91,5.72,138.25,1.02,42.45,130.51,2209.52,8309.38,2385.36,8075.78,2209.79,100.0,10.51,6.154,9.4071,0.02,332,41.9995,0.8407,100.0,15
11227,56,139,518.38,642.97,1601.53,1425.7,14.62,21.61,552.08,1.3,47.9,520.56,2385.77,9048.22,2385.86,8123.85,2385.61,100.0,38.71,23.2916,8.4817,0.03,395,0.0014,0.0,100.0,15
11228,56,140,444.32,549.91,1360.3,1146.94,3.91,5.72,138.63,1.02,42.46,129.83,2209.4,8308.13,2385.34,8065.98,2209.79,100.0,10.54,6.3503,9.4482,0.02,332,42.0023,0.84,100.0,15
11229,56,141,488.44,605.05,1509.89,1325.28,10.52,15.5,394.01,1.26,45.94,371.17,2316.78,8766.85,2385.95,8108.57,2316.68,100.0,28.27,16.8421,8.7142,0.03,372,10.0016,0.25,100.0,15
11230,56,142,489.01,605.1,1504.63,1327.96,10.52,15.5,393.56,1.26,45.89,370.4,2316.79,8773.91,2385.9,8122.45,2316.68,100.0,28.57,17.2001,8.7414,0.03,372,10.0033,0.25,100.0,15
11231,56,143,443.9,548.57,1359.21,1135.46,3.91,5.72,137.88,1.02,42.64,130.17,2209.5,8311.02,2385.37,8066.5,2209.79,100.0,10.38,6.4844,9.454,0.02,332,42.0077,0.8415,100.0,15
11232,56,144,463.21,537.36,1266.35,1059.83,7.05,9.03,174.94,0.94,37.22,164.65,1913.38,8005.38,2026.11,7860.42,1913.08,84.93,14.15,8.4584,10.957,0.02,310,25.0041,0.62,60.0,15
11233,56,145,444.62,549.69,1354.77,1139.77,3.91,5.72,139.89,1.02,42.68,130.13,2209.5,8316.09,2385.32,8068.9,2209.79,100.0,10.79,6.5357,9.4333,0.02,332,42.0066,0.8415,100.0,15
11234,56,146,444.87,550.77,1357.17,1136.35,3.91,5.71,137.77,1.02,42.49,130.73,2209.45,8310.59,2385.43,8069.49,2209.79,100.0,10.58,6.43,9.4693,0.02,331,42.0009,0.8415,100.0,15
11235,56,147,488.58,604.62,1507.64,1328.34,10.52,15.5,393.69,1.26,45.98,371.14,2316.75,8758.18,2385.95,8107.18,2316.68,100.0,28.48,17.1441,8.7182,0.03,371,10.0044,0.25,100.0,15
11236,56,148,490.49,606.85,1506.05,1323.38,10.52,15.5,392.84,1.26,45.83,370.45,2316.77,8776.06,2385.89,8115.85,2316.68,100.0,28.21,16.996,8.7131,0.03,373,10.0029,0.25,100.0,15
11237,56,149,445.03,550.54,1364.27,1143.58,3.91,5.72,137.94,1.02,42.54,129.54,2209.5,8316.58,2385.42,8074.82,2209.79,100.0,10.3,6.255,9.4275,0.02,333,41.9998,0.841,100.0,15
11238,56,150,445.43,550.94,1360.78,1139.46,3.91,5.72,138.39,1.02,42.67,130.21,2209.51,8312.99,2385.35,8066.28,2209.79,100.0,10.58,6.4253,9.455,0.02,333,42.0047,0.84,100.0,15
11239,56,151,450.34,557.44,1373.53,1153.4,5.48,8.0,194.2,1.02,42.2,182.43,2220.65,8344.84,2385.59,8054.52,2220.78,100.0,14.68,8.6143,9.4187,0.02,335,35.0062,0.84,100.0,15
11240,56,152,443.73,549.54,1359.41,1138.37,3.91,5.72,138.11,1.02,42.58,129.49,2209.43,8313.67,2385.41,8073.73,2209.79,100.0,10.34,6.2044,9.4371,0.02,332,42.0079,0.84,100.0,15
11241,56,153,448.63,556.15,1372.81,1141.38,5.48,8.0,195.26,1.02,42.44,182.68,2220.67,8344.4,2385.6,8053.63,2220.78,100.0,14.86,8.831,9.4075,0.02,337,35.0009,0.84,100.0,15
11242,56,154,518.89,643.97,1603.28,1421.13,14.62,21.61,551.33,1.3,48.06,519.82,2385.88,9049.14,2385.87,8121.37,2385.61,100.0,38.28,22.9802,8.5256,0.03,396,0.0014,0.0,100.0,15
11243,56,155,519.78,644.51,1602.83,1429.13,14.62,21.61,551.42,1.3,48.0,519.69,2385.89,9046.47,2385.89,8120.57,2385.61,100.0,38.56,23.14,8.4774,0.03,396,0.0011,0.0,100.0,15
11244,56,156,446.07,551.31,1358.34,1141.15,3.91,5.72,137.98,1.02,42.47,130.5,2209.51,8314.49,2385.33,8077.22,2209.79,100.0,10.49,6.2869,9.5145,0.02,333,41.9985,0.84,100.0,15
11245,56,157,490.09,607.62,1491.99,1270.8,9.35,13.66,333.41,1.07,45.14,313.84,2321.78,8719.25,2385.86,8046.59,2321.68,100.0,24.31,14.6875,9.3105,0.03,366,20.0063,0.7008,100.0,15
11246,56,158,488.84,605.97,1510.45,1326.15,10.52,15.5,393.29,1.26,46.02,370.6,2316.85,8776.78,2386.03,8122.76,2316.68,100.0,28.21,16.9136,8.7236,0.03,373,9.9996,0.2512,100.0,15
11247,56,159,446.03,551.61,1368.93,1147.74,3.91,5.72,138.06,1.02,42.66,130.04,2209.52,8315.25,2385.43,8073.53,2209.79,100.0,10.55,6.2455,9.4959,0.02,333,42.0006,0.841,100.0,15
11248,56,160,518.69,643.74,1600.64,1427.6,14.62,21.61,551.51,1.3,48.08,519.86,2385.85,9046.46,2385.92,8126.02,2385.61,100.0,38.21,22.9945,8.5201,0.03,395,0.0008,0.0,100.0,15
11249,56,161,445.2,550.44,1368.57,1144.91,3.91,5.71,138.14,1.02,42.67,130.24,2209.51,8312.64,2385.42,8077.81,2209.79,100.0,10.72,6.5045,9.4453,0.02,334,42.0014,0.8402,100.0,15
11250,56,162,449.41,556.3,1381.49,1138.97,5.48,8.0,193.49,1.02,42.58,182.56,2220.71,8349.16,2385.6,8056.88,2220.78,100.0,14.98,8.8413,9.4139,0.02,337,35.0053,0.84,100.0,15
11251,56,163,490.03,606.52,1509.94,1332.57,10.52,15.5,392.75,1.26,46.2,370.12,2316.9,8776.28,2386.05,8116.0,2316.68,100.0,28.18,16.8762,8.7691,0.03,372,10.006,0.2501,100.0,15
11252,57,1,461.56,535.63,1260.1,1043.78,7.05,9.03,176.12,0.94,36.61,164.54,1913.45,8001.27,2026.29,7872.75,1913.08,84.93,14.55,8.621,10.8869,0.02,305,25.005,0.62,60.0,103
